identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2022-187192,JUDICIAL EN VÍA DE APREMIO,4423 0000 00 0103 19,01-02-2022,21-02-2022,91553,BOE-B-2022-2408,176000,0,0,3520,8800,"Piso vivienda tipo A, número cuatro, situado en tercera planta en alto, del bloque número dos, de la Avenida Virgen de los Dolores DE CÓRDOBA",14004,CÓRDOBA,Córdoba,88000,1500,84447,95309
SUB-JA-2021-186143,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0080 21,01-02-2022,21-02-2022,356844,BOE-B-2022-2442,276915,0,0,5538,13845,"Avenida Pablo Neruda 3, 3ºC (Madrid 28038)",28038,MADRID,Madrid,88612,2361,-79929,118914
SUB-JA-2022-187095,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 0461 18,01-02-2022,21-02-2022,80417,BOE-B-2022-2448,84682,0,0,1693,4234,"Calle Tórtolas, Nº 8, Puerto de la Torre, Málaga",29190,MALAGA,Málaga,115167,2138,4265,79984
SUB-JA-2022-186781,JUDICIAL EN VÍA DE APREMIO,0806 0000 06 0217 15,01-02-2022,21-02-2022,126589,BOE-B-2022-2467,189610,0,0,0,9480,"Calle Aribau, nº 27, planta baja, puerta única, del ""Edificio 2"", de Rubi",8191,RUBI,Barcelona,115000,2063,63021,106165
SUB-JA-2021-185537,JUDICIAL EN VÍA DE APREMIO,3113 0000 05 0479 15,01-02-2022,21-02-2022,90240,BOE-B-2022-2490,79934,0,0,1598,3996,BENALMADENA,29631,BENALMADENA,Málaga,78335,2406,-10306,94149
SUB-JV-2021-183416,JUDICIAL VOLUNTARIA,4884 0000 05 0093 20,23-11-2021,20-02-2022,0,BOE-B-2021-47042,267294,0,0,5345,13364,"CALLE SAN JORGE, Nº 7 (EN LA ACTUALIDAD Nº 5)",50660,TAUSTE,Zaragoza,26729,656,267294,137309
SUB-JV-2022-187204,JUDICIAL VOLUNTARIA,4513 0000 02 0107 18,28-01-2022,17-02-2022,62265,BOE-B-2022-2097,62265,62265,0,0,3113,San Juan de Dios nº 37 puerta 3,46011,VALENCIA,Valencia/València,43585,1951,0,62182
SUB-JA-2022-186825,JUDICIAL EN VÍA DE APREMIO,3579 0000 05 0826 14,28-01-2022,17-02-2022,177252,BOE-B-2022-2064,278900,0,0,5578,13945,"Urbana. Número cinco. Vivienda identificada con el núm. 5105, tipo EO, en el nivel 1, del Bloque número cinco, del conjunto Inmobiliario, en construcción, enclavado en la parcela de terreno procedente de la finca denominada coto de Correa, situada en el p",29600,MARBELLA,Málaga,122716,1721,101648,159148
SUB-JA-2022-186926,JUDICIAL EN VÍA DE APREMIO,3668 0000 06 0010 21,28-01-2022,17-02-2022,126782,BOE-B-2022-2087,149937,0,0,2998,7496,c/Peixateria 25,43800,Valls,Tarragona,116951,991,23155,83101
SUB-JA-2021-175628,JUDICIAL EN VÍA DE APREMIO,1242 0000 06 1464 20,28-01-2022,17-02-2022,230776,BOE-B-2022-2054,489000,0,0,9780,24450,"C/ MAR DE ALBORAN, 12",11400,JEREZ DE LA FRONTERA,Cádiz,244500,757,258224,171577
SUB-JA-2022-186739,JUDICIAL EN VÍA DE APREMIO,5066 0000 56 0371 17,28-01-2022,17-02-2022,139754,BOE-B-2022-2058,235510,0,0,4710,11775,CALLE DISCOBOLO 61 PISO 1º LETRA D,28022,MADRID,Madrid,108334,3050,95756,136328
SUB-JA-2020-147352,JUDICIAL EN VÍA DE APREMIO,2866 0000 05 0050 19,28-01-2022,17-02-2022,312036,BOE-B-2022-2040,394090,0,0,7881,19704,"CALLE GERONI 2, COLONIA EL TOMILLAR",28400,COLLADO VILLALBA,Madrid,212808,2044,82054,237239
SUB-JA-2022-187151,JUDICIAL EN VÍA DE APREMIO,4819 0000 05 0016 11,28-01-2022,17-02-2022,12350,BOE-B-2022-2075,95000,0,0,1900,4750,CALLE ANGUSTIAS N 10,49538,SAN JUSTO,Zamora,15200,1721,82650,57084
SUB-JA-2021-184845,JUDICIAL EN VÍA DE APREMIO,3605 0000 06 0025 16,28-01-2022,17-02-2022,63073,BOE-B-2022-2074,99900,0,0,1998,4995,"AVENIDA GALICIA, Nº 10, 12 Y 14. PORTAL 2,. 3º B",36450,SALVATERRA DE MIÑO,Pontevedra,69930,1159,36827,61454
SUB-JA-2022-186855,JUDICIAL EN VÍA DE APREMIO,1536 0000 06 0381 13,28-01-2022,17-02-2022,24747,BOE-B-2022-2041,73953,73953,0,1479,3697,C/ RAFAEL ALBERTI 10 6ºA POL ELVIÑA,15008,A CORUÑA,A Coruña,65078,2075,49206,47624
SUB-JA-2021-185742,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0126 15,27-01-2022,16-02-2022,276793,BOE-B-2022-1928,800000,0,0,16000,40000,CALLE: DEL CARDENAL MENDOZA Nº 64,28011,MADRID,Madrid,160000,2800,523207,307658
SUB-JA-2021-183730,JUDICIAL EN VÍA DE APREMIO,4631 0000 05 0331 18,27-01-2022,16-02-2022,16840,BOE-B-2022-1946,75533,0,0,1510,3776,"CALLE VENEZUELA 9, 2º A",47014,VALLADOLID,Valladolid,21149,1701,58693,45152
SUB-JA-2022-186838,JUDICIAL EN VÍA DE APREMIO,3997 0000 05 0745 20,27-01-2022,16-02-2022,9317,BOE-B-2022-1942,55822,0,0,1116,2791,C/ Juan Ramón Jimenez 10,41860,GERENA,Sevilla,12280,801,46505,26961
SUB-JA-2022-187016,JUDICIAL EN VÍA DE APREMIO,2824 0000 06 0447 14,27-01-2022,16-02-2022,307766,BOE-B-2022-1908,390800,0,0,7816,19540,"CALLE CAPA NEGRA, 6-PORTAL 7-1º A",28522,RIVAS VACIAMADRID,Madrid,257928,2615,83034,276431
SUB-JA-2021-164576,JUDICIAL EN VÍA DE APREMIO,4262 0000 05 0003 17,27-01-2022,16-02-2022,25502,BOE-B-2022-1905,32412,0,0,648,1620,"C/ MAYOR, Nº 31",44594,VALDEALGORFA,Teruel,23985,1200,6910,20836
SUB-JA-2021-180215,JUDICIAL EN VÍA DE APREMIO,1433 0000 06 0588 18,27-01-2022,16-02-2022,167650,BOE-B-2022-1918,284769,0,0,5695,14238,C/ MAGISTRAL SECO DE HERRARA Nº 6-3º DCHA CORDOBA,14005,CORDOBA,Córdoba,56953,1508,117119,142231
SUB-JA-2021-186187,JUDICIAL EN VÍA DE APREMIO,4513 0000 20 0485 16,25-01-2022,14-02-2022,80930,BOE-B-2022-1709,150957,0,0,0,7547,C/. SAN JUAN BOSCO Nº 59-4º-20ª,46019,VALENCIA,Valencia/València,75479,1318,70027,81409
SUB-JA-2022-186437,JUDICIAL EN VÍA DE APREMIO,4406 0000 05 0238 20,25-01-2022,14-02-2022,28704,BOE-B-2022-1628,75036,75036,0,100,3751,CALLE PRINCIPE FELIPE Nº 4 - PTA 6,46830,BENIGANIM,Valencia/València,31000,428,46332,40929
SUB-JA-2022-186680,JUDICIAL EN VÍA DE APREMIO,1173 0000 05 0121 16,25-01-2022,14-02-2022,71446,BOE-B-2022-1635,119625,0,0,5981,5981,CALLE CERVANTES Nº 59,10810,MONTEHERMOSO,Cáceres,65793,561,48179,71471
SUB-JA-2022-186796,JUDICIAL EN VÍA DE APREMIO,3287 0000 06 0132 19,25-01-2022,14-02-2022,129674,BOE-B-2022-1586,173537,0,0,3470,8676,"CALLE COVADONGA, Nº 19 8º H",33201,GIJON,Asturias,138829,2708,43863,118906
SUB-JA-2022-184424,JUDICIAL EN VÍA DE APREMIO,3899 0000 06 0314 20,25-01-2022,14-02-2022,98048,BOE-B-2022-1654,371891,371891,0,7437,18594,CALLE CASTILLA Nº 50 BAJO PUERTA 2,39009,SANTANDER,Cantabria,141318,1761,273843,175097
SUB-JV-2022-186455,JUDICIAL VOLUNTARIA,3589 0000 10 0106 19,25-01-2022,14-02-2022,0,BOE-B-2022-1637,431142,431142,0,8622,21557,"CALLE RAMON PEÑA, Nº 7",36003,PONTEVEDRA,Pontevedra,241439,2072,431142,313738
SUB-JA-2021-176744,JUDICIAL EN VÍA DE APREMIO,0916 0000 06 0262 16,25-01-2022,14-02-2022,90326,BOE-B-2022-1687,295834,0,0,0,14791,CALLE PABLO RUIZ PICASSO Nº 16 7º E,50018,ZARAGOZA,Zaragoza,151567,2254,205508,136854
SUB-JA-2022-186655,JUDICIAL EN VÍA DE APREMIO,4036 0000 06 0256 21,25-01-2022,14-02-2022,90979,BOE-B-2022-1659,65488,0,0,0,3274,"Apartamento número 218, en Planta Segunda, del edificio, en la PARCELA EMU-7, PLAN PARCIAL 2 DEL POLIGONO AEROPUERTO DE SEVILLA.",41020,SEVILLA,Sevilla,90979,1954,-25491,64597
SUB-JA-2022-186505,JUDICIAL EN VÍA DE APREMIO,2696 0000 05 0185 11,25-01-2022,14-02-2022,58671,BOE-B-2022-1645,58671,0,0,1173,2933,c/ ESCUELAS Nº 4,28295,VALDEMAQUEDA,Madrid,30508,923,0,42948
SUB-JA-2021-183308,JUDICIAL EN VÍA DE APREMIO,1707 0000 06 0032 14,25-01-2022,14-02-2022,69919,BOE-B-2022-1648,141000,141000,70500,2820,7050,"Paratge Camp Gran, complejo turistico Aro Gran, bloque 1, esc, 3, planta 6 de Platja d'Aro",17250,PLATJA D'ARO,Girona,87420,3438,71081,122231
SUB-JA-2022-186613,JUDICIAL EN VÍA DE APREMIO,3999 0000 00 0147 16,25-01-2022,14-02-2022,76106,BOE-B-2022-1657,103320,0,0,2066,5166,calle candelaria 6-8 3ºA,41006,sevilla,Sevilla,51660,1198,27214,68087
SUB-JV-2022-186528,JUDICIAL VOLUNTARIA,2729 0000 08 0038 20,25-01-2022,14-02-2022,1,BOE-B-2022-1670,31241,0,0,0,1562,"portal nº1, señalada con el nº 250 de gobierno en Dualez",39300,Torrelavega,Cantabria,18500,1000,31240,21301
SUB-JA-2022-186442,JUDICIAL EN VÍA DE APREMIO,3585 0000 06 0079 18,25-01-2022,14-02-2022,117651,BOE-B-2022-1636,127557,0,0,2551,6377,"Edificio Gran Hotel, s/n, vivienda número 212 en planta segunda, Mondariz Balneario",36890,MONDARIZ BALNEARIO,Pontevedra,89289,1286,9906,78559
SUB-JA-2021-184862,JUDICIAL EN VÍA DE APREMIO,2914 0000 06 0633 14,25-01-2022,14-02-2022,166409,BOE-B-2022-1583,308960,0,0,6179,15448,FINCA NÚMERO DOS. VIVIENDA DESIGNADA CON,29680,ESTEPONA,Málaga,123584,2981,142551,200067
SUB-JA-2021-183438,JUDICIAL EN VÍA DE APREMIO,2772 0000 06 1205 16,25-01-2022,14-02-2022,115494,BOE-B-2022-1610,204232,0,0,4084,10211,Partida Los Almudes U.E 01 pARCELA 15 PLANTA BAJA,46117,BÉTERA,Valencia/València,151131,1392,88738,107220
SUB-JA-2021-184721,JUDICIAL EN VÍA DE APREMIO,0093 0000 06 0194 21,25-01-2022,14-02-2022,168293,BOE-B-2022-1575,252100,0,0,5042,12605,"C/ MANUEL LATTUR, 3 Y 5-4º-37ª",3700,DENIA,Alicante/Alacant,236974,2175,83807,130778
SUB-JA-2021-186253,JUDICIAL EN VÍA DE APREMIO,0829 0000 06 3407 16,04-01-2022,11-02-2022,75641,BOE-B-2022-114,114434,0,0,2000,5721,"Primer de Maig, 56 ático 1ª",8830,Sant Boi de Llobregat,Barcelona,110000,2436,38793,86943
SUB-JA-2021-178842,JUDICIAL EN VÍA DE APREMIO,4353 0000 06 1668 15,21-01-2022,10-02-2022,79358,BOE-B-2022-1262,175060,0,500,500,8753,"calle Ciutat de Barcelona, 12 Bloque: A, Esc: 1, Pl: 3 Pt: 8 ,",46072,GANDIA,Valencia/València,66500,1722,95702,94853
SUB-JA-2022-186472,JUDICIAL EN VÍA DE APREMIO,0440 0000 06 0042 14,21-01-2022,10-02-2022,96137,BOE-B-2022-1273,187300,0,0,3746,9365,"SON MORO, POLIGONO 18, PARCELA 2125",7680,PORTO CRISTO - MANACOR,Illes Balears,142348,2245,91163,94407
SUB-JA-2021-186362,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0053 15,21-01-2022,10-02-2022,86203,BOE-B-2022-1270,123201,0,0,2464,6160,CALLE BENITO GUTIERREZ 18-1º INTERIOR DERECHA,28008,MADRID,Madrid,155233,5394,36998,117757
SUB-JA-2021-186291,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0367 15,20-01-2022,09-02-2022,66109,BOE-B-2022-1145,103364,0,0,0,5168,"C/ ORIO, Nº 9, 5º DRCHA.",28041,MADRID,Madrid,69640,2121,37255,76167
SUB-JA-2020-147868,JUDICIAL EN VÍA DE APREMIO,3746 0000 05 0063 15,20-01-2022,09-02-2022,95739,BOE-B-2022-1139,180100,0,0,3602,9005,CALLE RAFAEL FLEITAS,38430,ICOD DE LOS VINOS,Santa Cruz de Tenerife,97254,1046,84361,96267
SUB-JA-2021-186341,JUDICIAL EN VÍA DE APREMIO,3006 0000 04 0392 16,20-01-2022,09-02-2022,136070,BOE-B-2022-1154,258798,258798,0,5175,12939,C/ SALVADOR MARIN S/N BLOQUE 2 CASA 11 B DE RONDA,29400,RONDA,Málaga,139750,1111,122728,130536
SUB-JA-2021-185382,JUDICIAL EN VÍA DE APREMIO,1582 0000 05 9067 10,20-01-2022,09-02-2022,16360,BOE-B-2022-1153,72564,0,0,1451,3628,C/ VENECIA N º 3,15940,A POBRA DO CARAMIÑAL,A Coruña,24671,962,56204,36600
SUB-JA-2022-186541,JUDICIAL EN VÍA DE APREMIO,3704 0000 64 0051 13,18-01-2022,07-02-2022,30622,BOE-B-2022-1038,4090,0,0,0,204,CALLE ALOJARIA. FINCA REGISTRAL 11794 DE BEJAR,37500,BEJAR,Salamanca,800,778,-26532,14409
SUB-JA-2022-186547,JUDICIAL EN VÍA DE APREMIO,4979 0000 06 0352 19,18-01-2022,07-02-2022,932520,BOE-B-2022-1010,742870,742870,0,14857,37143,"San Agustin, Mas de Pastores Casas, nº3",44480,San Agustin,Teruel,74287,1266,-189650,277260
SUB-JA-2021-184793,JUDICIAL EN VÍA DE APREMIO,2022 0000 05 0009 18,18-01-2022,07-02-2022,3135,BOE-B-2022-938,3822,0,0,76,191,URBANIZACIÓN LOS ACANTILADOS DE LOS GIGANTES EN SANTIAGO DEL TEIDE,38683,SANTIAGO DEL TEIDE,Santa Cruz de Tenerife,917,2611,687,13310
SUB-JC-2022-186572,JUDICIAL CONCURSAL,1921 0000 00 0879 20,18-01-2022,07-02-2022,1,BOE-B-2022-963,152895,0,0,3057,7644,"CALLE CAMINO DEL SALADILLO, 19",21006,HUELVA,Huelva,12231,1075,152894,84850
SUB-JA-2021-185473,JUDICIAL EN VÍA DE APREMIO,0263 0000 06 0039 11,18-01-2022,07-02-2022,132973,BOE-B-2022-1019,190335,0,0,3806,9516,PARCELA FORMADA POR LA L Y LA K DESCRITA EN EL PLAN GENERAL DE LA URBANIZACION COMO PUEBLO,4621,PUERTO REY (VERA),Almería,64713,1630,57362,105003
SUB-JA-2022-186525,JUDICIAL EN VÍA DE APREMIO,1995 0000 06 0028 16,18-01-2022,07-02-2022,21325,BOE-B-2022-990,75293,75293,0,1505,3764,Calle Santa Barbara 33 1º C,22400,Monzon,Huesca,31623,952,53968,36600
SUB-JA-2021-184891,JUDICIAL EN VÍA DE APREMIO,0155 0000 06 0718 18,18-01-2022,07-02-2022,125412,BOE-B-2022-994,93009,0,0,1860,4650,"Conjunto Residencial Miranda , nº 96, parcela R-9 Sector VII ""Lo Crispin"" fachada en Avenida de la Estación de Algorfa",3169,ALGORFA,Alicante/Alacant,89288,2035,-32403,74918
SUB-JA-2021-185227,JUDICIAL EN VÍA DE APREMIO,3563 0000 06 0576 14,18-01-2022,07-02-2022,118161,BOE-B-2022-960,135000,0,0,2700,6750,"CALLE SOL, 9,11,13 2ºIZQ",11500,EL PUERTO DE SANTA MARÍA,Cádiz,94500,1800,16839,89837
SUB-JA-2021-172313,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0543 14,18-01-2022,07-02-2022,198455,BOE-B-2022-983,275327,0,0,5506,13766,"CALLE ALONSO HEREDIA 30, 1 C DE MADRID",28028,MADRID,Madrid,198235,4931,76872,269023
SUB-JA-2021-185678,JUDICIAL EN VÍA DE APREMIO,0183 0000 06 0135 20,18-01-2022,07-02-2022,65837,BOE-B-2022-995,140178,0,0,2803,7008,AVENIDA DUQUE DE TAMAMES Nº 5 ES 1 PL 01 PT IZQ,3300,ORIHUELA,Alicante/Alacant,78494,2452,74341,81897
SUB-JV-2022-186679,JUDICIAL VOLUNTARIA,2052 0000 78 0044 16,18-01-2022,07-02-2022,0,BOE-B-2022-1029,49850,0,0,997,2492,CALLE EL EMIGRANTE,23730,VILANUEVA DE LA REINA,Jaén,9970,414,49850,25754
SUB-JA-2022-186473,JUDICIAL EN VÍA DE APREMIO,5132 0000 06 0392 15,18-01-2022,07-02-2022,98074,BOE-B-2022-988,249604,0,0,4992,12480,C/ SAN MARTIN 89,7250,VILLAFRANCA DE BONANY,Illes Balears,119810,1719,151530,141921
SUB-JA-2021-184915,JUDICIAL EN VÍA DE APREMIO,2122 0000 06 0123 17,18-01-2022,07-02-2022,65453,BOE-B-2022-969,72000,0,0,0,3600,"C/ MARIANO ANDRES, 202 3º",24008,LEON,León,25500,1263,6547,55349
SUB-JA-2021-179365,JUDICIAL EN VÍA DE APREMIO,3006 0000 06 0653 14,07-12-2021,05-02-2022,58992,BOE-B-2021-49291,129860,129860,0,2597,6493,C/ CARRERA ESPINEL 95,29400,RONDA,Málaga,93499,2045,70868,84573
SUB-JA-2021-182881,JUDICIAL EN VÍA DE APREMIO,2845 0000 06 0767 09,14-01-2022,03-02-2022,145969,BOE-B-2022-769,155000,0,0,3100,7750,"Conjunto Residencial, al sitio del Quiñón, hoy Carretera de Ciempozuelos, sin número de orden, en San Martín de la Vega",28330,SAN MARTÍN DE LA VEGA,Madrid,6200,2045,9031,101966
SUB-JA-2021-184089,JUDICIAL EN VÍA DE APREMIO,3908 0000 05 0045 19,14-01-2022,03-02-2022,26858,BOE-B-2022-768,30000,0,0,600,1500,Avda. España nº7,39400,Los Corrales de Buelna,Cantabria,43800,1294,3142,25204
SUB-JV-2021-166343,JUDICIAL VOLUNTARIA,3914 0000 05 0042 20,14-01-2022,03-02-2022,0,BOE-B-2022-766,220070,220070,0,4401,11003,"BAJADA DE LA CANALEJA, Nº2",40002,SEGOVIA,Segovia,70422,1198,220070,133987
SUB-JA-2021-185880,JUDICIAL EN VÍA DE APREMIO,2915 0000 06 0741 20,13-01-2022,02-02-2022,82619,BOE-B-2022-639,235900,235900,0,4718,11795,URBANIZACION ALBORAN HILLS 6 BAJ,29691,MANILVA,Málaga,89642,2287,153281,114783
SUB-JA-2021-185833,JUDICIAL EN VÍA DE APREMIO,0829 0000 06 0569 20,13-01-2022,02-02-2022,167846,BOE-B-2022-654,322985,0,0,6000,16149,"C. Raureda, 20-22",8849,Sant Climent de LLobregat,Barcelona,180000,2271,155139,163531
SUB-JA-2022-186461,JUDICIAL EN VÍA DE APREMIO,3879 0000 05 0008 20,13-01-2022,02-02-2022,209950,BOE-B-2022-657,124784,0,0,2495,6239,CALLE BUCIERO Nº 18,39740,SANTOÑA,Cantabria,132271,1486,-85166,102287
SUB-JA-2021-184320,JUDICIAL EN VÍA DE APREMIO,0532 0000 06 0265 13,13-01-2022,02-02-2022,188642,BOE-B-2022-663,200942,0,0,4018,10047,"CALLE DOCTOR SALARICH , 16, 3-2",8500,VIC,Barcelona,100471,2160,12300,114703
SUB-JA-2021-185059,JUDICIAL EN VÍA DE APREMIO,2277 0000 05 0585 17,13-01-2022,02-02-2022,112241,BOE-B-2022-659,129514,0,0,2590,6475,AVD. ISABEL MANOJA Nº2,29620,TORREMOLINOS,Málaga,85479,2593,17273,102670
SUB-JA-2021-182866,JUDICIAL EN VÍA DE APREMIO,3812 0000 06 0025 18,13-01-2022,02-02-2022,52775,BOE-B-2022-628,124636,0,0,2492,6231,CR GENERAL C820 BI:A PL:01 PT:D RS la luz C/El Sorondongo,38680,GUIA DE ISORA,Santa Cruz de Tenerife,69796,1711,71861,76189
SUB-JA-2022-186440,JUDICIAL EN VÍA DE APREMIO,1166 0000 05 0001 19,13-01-2022,02-02-2022,6589,BOE-B-2022-665,30479,0,0,609,1523,"AV CONSTITUCION 18, ED. ZEUS II, 3º C",50410,CUARTE DE HUERVA,Zaragoza,23164,1722,23890,22339
SUB-JV-2021-185910,JUDICIAL VOLUNTARIA,3601 0000 05 0069 17,11-01-2022,31-01-2022,0,BOE-B-2022-572,1975,0,0,39,98,"LUGAR DE CRUZ, 22A. SAN SALVADOR DE BUDIÑO",36416,PORRIÑO,Pontevedra,6004,875,1975,32396
SUB-JA-2021-186203,JUDICIAL EN VÍA DE APREMIO,3319 0000 06 0041 17,07-01-2022,27-01-2022,62030,BOE-B-2022-373,106452,0,0,2129,5322,"C/ MARINA G. SUAREZ Nº5 -LA FELGUERA (LANGREO)- EDIFICIO: ""LA RIERA I""",33930,LANGREO,Asturias,61742,704,44422,58461
SUB-JA-2021-185553,JUDICIAL EN VÍA DE APREMIO,2390 0000 06 0125 19,07-01-2022,27-01-2022,58110,BOE-B-2022-374,90000,90000,0,1800,4500,CALLE SAN ANDRÉS Nº 1 BAJO C,28912,LEGANÉS,Madrid,64800,2129,31890,71763
SUB-JA-2021-184188,JUDICIAL EN VÍA DE APREMIO,3698 0000 05 0071 15,07-01-2022,27-01-2022,139618,BOE-B-2022-389,138000,0,0,0,6900,paseo de la estación nº 71,37008,Salamanca,Salamanca,97001,1455,-1618,83413
SUB-JA-2021-186227,JUDICIAL EN VÍA DE APREMIO,3758 0000 05 0151 20,07-01-2022,27-01-2022,42530,BOE-B-2022-390,140850,0,0,2817,7042,"CALLE TENO Nº 10, ESQUINA PASAJE BACARAN , OFRA",38009,SANTA CRUZ TENEEIFE,Santa Cruz de Tenerife,59157,1100,98320,66030
SUB-JA-2020-152894,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0888 19,07-01-2022,27-01-2022,350943,BOE-B-2022-387,623440,0,0,12468,31172,"COLON 45-47, ESC. 1, ATICO DE CAMBRILS",43850,CAMBRILS,Tarragona,324189,2157,272497,329945
SUB-JA-2021-186132,JUDICIAL EN VÍA DE APREMIO,4593 0000 05 0673 13,07-01-2022,27-01-2022,66165,BOE-B-2022-356,62564,74892,31282,1251,3128,Riera de Sant Jordi 137 2º-4ª,8390,Montgat,Barcelona,65066,3559,-3601,80363
SUB-JA-2021-186278,JUDICIAL EN VÍA DE APREMIO,4513 0000 03 0365 21,06-01-2022,26-01-2022,111445,BOE-B-2022-294,160848,0,0,0,8042,C/. ALQUERÍAS DE BELLVER Nº 70-PLANTA BAJA,46015,VALENCIA,Valencia/València,80425,2113,49403,97644
SUB-JA-2021-177536,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 1209 20,06-01-2022,26-01-2022,88998,BOE-B-2022-275,145040,0,0,0,7252,“Molí d'Avall” Esc. A Planta 6ª Pta 13,43391,Vinyols i els Arcs,Tarragona,64000,1745,56042,89631
SUB-JA-2021-185704,JUDICIAL EN VÍA DE APREMIO,0916 0000 06 0485 21,06-01-2022,26-01-2022,130828,BOE-B-2022-286,221585,0,0,0,11079,"calle Zaragoza La Vieja nº 2, esc. 1, 1º, D",50007,ZARAGOZA,Zaragoza,155109,1590,90757,121379
SUB-JA-2021-186035,JUDICIAL EN VÍA DE APREMIO,2350 0000 06 1227 15,06-01-2022,26-01-2022,174788,BOE-B-2022-247,322966,0,0,6459,16148,"C/ MIÑO Nº2 BIS 4º, PTA 4",28700,SAN SEBASTIAN DE LOS REYES,Madrid,174401,1722,148178,161887
SUB-JA-2021-185919,JUDICIAL EN VÍA DE APREMIO,0689 0000 05 0308 18,04-01-2022,25-01-2022,18000,BOE-B-2022-18,1436,0,0,28,71,"CALLE INDUSTRIA, 55",8010,BARCELONA,Barcelona,29218,6090,-16564,66566
SUB-JA-2021-186231,JUDICIAL EN VÍA DE APREMIO,0258 0000 06 0339 14,04-01-2022,24-01-2022,121504,BOE-B-2022-106,206110,0,0,4122,10305,C/ Almoravides núm. 56,4720,Roquetas de Mar,Almería,148399,1338,84606,107220
SUB-JA-2020-147137,JUDICIAL EN VÍA DE APREMIO,1922 0000 06 1811 18,04-01-2022,24-01-2022,59508,BOE-B-2022-49,93500,0,0,1870,4675,CALLE GRANADO 12-14,21007,HUELVA,Huelva,59840,1048,33992,59114
SUB-JA-2021-185672,JUDICIAL EN VÍA DE APREMIO,3675 0000 06 0093 21,04-01-2022,24-01-2022,105826,BOE-B-2022-45,182245,0,0,3644,9112,C. JOSE ANTÓN MAGARZO NUM.160 3º D(NUM.130 según parte ejecutante),33211,GIJON,Asturias,109347,1853,76419,101475
SUB-JV-2021-186062,JUDICIAL VOLUNTARIA,4224 0000 05 3714 21,04-01-2022,24-01-2022,0,BOE-B-2022-133,138900,0,0,0,6945,"CALLE NULES, 8 ( se conoce por 3º-4ª)",43520,ROQUETES,Tarragona,50000,750,138900,87238
SUB-JA-2021-186162,JUDICIAL EN VÍA DE APREMIO,4513 0000 29 0640 21,04-01-2022,24-01-2022,249188,BOE-B-2022-164,245337,245337,0,0,12266,AVDA/PRIMADO REIG 181,46019,VALENCIA,Valencia/València,206356,1318,-3851,122724
SUB-JA-2021-186050,JUDICIAL EN VÍA DE APREMIO,1907 0000 06 0675 15,04-01-2022,24-01-2022,292337,BOE-B-2022-10,481111,0,0,9622,24055,CAMPO DE GOLF ZONA NORTE PARCELA 9 ISLA CANELA,21400,AYAMONTE,Huelva,279044,1132,188774,204861
SUB-JA-2021-186263,JUDICIAL EN VÍA DE APREMIO,3809 0000 06 0183 19,04-01-2022,24-01-2022,106802,BOE-B-2022-119,204600,0,0,4092,10230,"Edificio ""Los Tamarindos"", URABNIZACION RADAZUL",38199,EL ROSARIO,Santa Cruz de Tenerife,102300,1722,97798,106053
SUB-JA-2021-183869,JUDICIAL EN VÍA DE APREMIO,4419 0000 05 0254 17,04-01-2022,24-01-2022,174681,BOE-B-2022-97,207991,207991,0,0,10399,"C/ Guadalajara nº 25, Esc. 8, 3º C",28982,PARLA,Madrid,49270,1480,33310,114589
SUB-JA-2021-185936,JUDICIAL EN VÍA DE APREMIO,2759 0000 06 1164 14,04-01-2022,24-01-2022,28841,BOE-B-2022-122,128630,0,0,2572,6431,"CALLE BLANCA PALOMA, Nº1, 11-A",41003,SEVILLA,Sevilla,82323,3017,99789,86878
SUB-JA-2021-184972,JUDICIAL EN VÍA DE APREMIO,5147 0000 06 0659 21,04-01-2022,24-01-2022,300911,BOE-B-2022-143,379535,0,0,7590,18976,"Gran Vía 33 triplicado, escalera 2, 1º 5ª",50006,Zaragoza,Zaragoza,265674,2222,78624,228051
SUB-JA-2021-176145,JUDICIAL EN VÍA DE APREMIO,0251 0000 06 0508 17,04-01-2022,24-01-2022,585561,BOE-B-2022-52,364853,0,0,0,18242,PARCELA 1.1 DE LA UNIDAD DE ACTUACION U.E. CT-1 DEL PGOU DEL TERMINO DE PULPI,4640,PULPI,Almería,270000,1089,-220708,155936
SUB-JA-2021-186337,JUDICIAL EN VÍA DE APREMIO,4955 0000 06 0451 16,04-01-2022,24-01-2022,74840,BOE-B-2022-103,80006,0,0,1600,4000,CALLE FUENTE PALMERA,14129,VILLALON,Córdoba,12801,347,5166,59713
SUB-JA-2021-185948,JUDICIAL EN VÍA DE APREMIO,2369 0000 05 0025 20,04-01-2022,24-01-2022,99012,BOE-B-2022-35,364955,0,0,7299,18247,Calle de los Cedros 38,28891,velilla de san Antonio,Madrid,262767,1860,265943,175097
